t0,code,f,profit_leg,capacity_leg,m,strong_leg,trend_leg,m_rps,b_v35,t2q_yoy,t4q_yoy
20240910,000001,1,True,False,1,True,False,1,WEAK,-3.430000066757202,-3.6700000762939458
20240910,000002,0,False,False,0,False,False,0,WEAK,-500.0,-52.25
20240910,000006,0,False,False,1,True,False,1,WEAK,-94.94000244140624,78.19000244140625
20240910,000007,0,False,False,1,True,False,1,YELLOW,-41.470001220703125,-11.199999809265137
20240910,000008,0,False,False,1,True,False,1,WEAK,21.399999618530273,41.29999923706055
20240910,000009,1,False,True,0,False,False,0,YELLOW,-95.55999755859376,-35.2599983215332
20240910,000011,1,False,True,1,True,False,1,WEAK,-500.0,-360.94000244140625
20240910,000012,0,False,False,1,True,False,1,WEAK,-92.13999938964844,-96.7699966430664
20240910,000014,0,False,False,0,False,False,0,WEAK,-96.7699966430664,-134.75
20240910,000017,0,False,False,0,False,False,0,YELLOW,-17.700000762939453,271.30999755859375
20240910,000019,0,False,False,1,True,False,1,YELLOW,-6.210000038146973,35.18000030517578
20240910,000020,2,True,True,1,True,False,1,YELLOW,127.3000030517578,13.75
20240910,000021,1,True,False,0,False,False,0,YELLOW,33.77000045776367,-7.869999885559082
20240910,000025,1,True,False,1,True,False,1,WEAK,39.91999816894531,8.539999961853027
20240910,000026,0,False,False,1,True,False,1,OK,-34.11000061035156,-44.189998626708984
20240910,000027,1,False,True,0,False,False,0,YELLOW,-22.010000228881836,-5.389999866485596
20240910,000028,0,False,False,0,False,False,0,YELLOW,-62.08000183105469,-9.630000114440918
20240910,000029,2,True,True,1,True,False,1,WEAK,26.1200008392334,500.0
20240910,000030,2,True,True,0,False,False,0,YELLOW,26.850000381469727,4.170000076293945
20240910,000031,0,False,False,1,True,False,1,WEAK,-7.75,122.05999755859376
20240910,000032,1,True,False,0,False,False,0,WEAK,-87.91999816894531,-26.600000381469727
20240910,000034,2,True,True,1,True,False,1,YELLOW,-19.68000030517578,-4.070000171661377
20240910,000035,1,True,False,0,False,False,0,YELLOW,-20.170000076293945,-41.779998779296875
20240910,000036,0,False,False,1,True,False,1,WEAK,-80.37000274658203,-29.86000061035156
20240910,000037,2,True,True,0,False,False,0,WEAK,-23.6200008392334,36.709999084472656
20240910,000039,0,False,False,0,False,False,0,YELLOW,418.6700134277344,51.18000030517578
20240910,000042,0,False,False,0,False,False,0,WEAK,0.0799999982118606,131.38999938964844
20240910,000045,2,True,True,1,True,False,1,YELLOW,23.579999923706055,-28.559999465942383
20240910,000048,0,False,False,0,False,False,0,WEAK,-54.58000183105469,-2.4100000858306885
20240910,000049,1,False,True,1,True,False,1,YELLOW,-36.720001220703125,-15.289999961853027
20240910,000050,1,True,False,1,True,False,1,WEAK,41.939998626708984,75.83000183105469
20240910,000055,1,False,True,1,True,False,1,WEAK,-41.290000915527344,-87.12000274658203
20240910,000058,1,False,True,1,True,False,1,YELLOW,131.63999938964844,5.559999942779541
20240910,000059,0,False,False,0,False,False,0,WEAK,-500.0,-33.22999954223633
20240910,000060,2,True,True,1,True,False,1,YELLOW,60.380001068115234,4.710000038146973
20240910,000061,1,False,True,1,True,False,1,YELLOW,-6.739999771118164,11.56999969482422
20240910,000062,0,False,False,1,True,False,1,YELLOW,-63.66999816894531,41.68000030517578
20240910,000063,1,True,False,0,False,False,0,OK,-16.489999771118164,-17.31999969482422
20240910,000065,2,True,True,0,False,False,0,YELLOW,16.43000030517578,-42.02000045776367
20240910,000066,1,True,False,0,False,False,0,WEAK,-25.399999618530273,-0.8100000023841858
20240910,000068,1,True,False,1,True,False,1,WEAK,51.91999816894531,31.36000061035156
20240910,000069,1,True,False,0,False,False,0,WEAK,-36.779998779296875,-147.0
20240910,000070,2,True,True,0,False,False,0,WEAK,-42.2599983215332,107.5500030517578
20240910,000088,2,True,True,1,True,False,1,WEAK,108.13999938964844,4.170000076293945
20240910,000089,1,True,False,0,False,False,0,WEAK,326.30999755859375,114.19000244140624
20240910,000090,1,False,True,0,False,False,0,WEAK,-57.400001525878906,-90.05000305175781
20240910,000096,2,True,True,1,True,False,1,YELLOW,20.760000228881836,-92.11000061035156
20240910,000099,1,True,False,0,False,False,0,YELLOW,43.09000015258789,16.31999969482422
20240910,000100,1,True,False,1,True,False,1,YELLOW,-70.77999877929688,178.9600067138672
20240910,000151,0,False,False,0,False,False,0,WEAK,4.679999828338623,43.29999923706055
20240910,000153,0,False,False,1,True,False,1,YELLOW,-14.279999732971191,-29.31999969482422
20240910,000155,1,True,False,0,False,False,0,OK,-8.619999885559082,-52.880001068115234
20240910,000156,0,False,False,1,True,False,1,OK,-29.780000686645508,18.6200008392334
20240910,000157,1,False,True,0,False,False,0,YELLOW,-5.699999809265137,30.079999923706055
20240910,000158,1,False,True,1,True,False,1,WEAK,-119.43000030517578,60.54999923706055
20240910,000159,1,False,True,1,True,False,1,YELLOW,-28.940000534057617,20.780000686645508
20240910,000166,1,False,True,1,True,False,1,WEAK,15.630000114440918,104.31999969482422
20240910,000301,0,False,False,1,True,False,1,YELLOW,-500.0,166.2100067138672
20240910,000333,2,True,True,1,True,False,1,YELLOW,8.390000343322754,30.0
