t0,code,f,profit_leg,capacity_leg,m,strong_leg,trend_leg,m_rps,b_v35,t2q_yoy,t4q_yoy
20231110,000001,1,True,False,0,False,False,0,WEAK,3.0199999809265137,0.449999988079071
20231110,000002,0,False,False,0,False,False,0,YELLOW,-359.3800048828125,-220.9600067138672
20231110,000006,1,False,True,0,False,False,0,WEAK,-100.68000030517578,-500.0
20231110,000007,1,True,False,1,True,False,1,WEAK,-71.70999908447266,-40.15999984741211
20231110,000008,1,True,False,0,False,False,0,WEAK,-59.459999084472656,-40.869998931884766
20231110,000009,0,False,False,1,True,False,1,WEAK,-14.720000267028809,-58.16999816894531
20231110,000011,0,False,False,1,True,False,1,WEAK,-98.33000183105467,-96.72000122070312
20231110,000012,0,False,False,0,False,False,0,WEAK,-20.020000457763672,-49.06999969482422
20231110,000014,2,True,True,0,False,False,0,OK,-71.0199966430664,-90.4499969482422
20231110,000017,2,True,True,0,False,False,0,YELLOW,-9.68000030517578,18.63999938964844
20231110,000019,0,False,False,1,True,False,1,YELLOW,-49.25,-13.119999885559082
20231110,000020,1,True,False,1,False,True,0,YELLOW,-11.25,31.030000686645508
20231110,000021,1,False,True,1,False,True,0,YELLOW,19.420000076293945,64.95999908447266
20231110,000025,1,True,False,1,True,False,1,WEAK,59.43000030517578,56.150001525878906
20231110,000026,1,True,False,1,True,False,1,OK,-26.950000762939453,-24.540000915527344
20231110,000027,2,True,True,0,False,False,0,YELLOW,78.41999816894531,-32.290000915527344
20231110,000028,1,True,False,1,False,True,0,YELLOW,5.099999904632568,-10.390000343322754
20231110,000029,1,False,True,1,True,False,1,WEAK,89.48999786376953,75.13999938964844
20231110,000030,2,True,True,1,False,True,0,YELLOW,100.62999725341795,11.239999771118164
20231110,000031,0,False,False,0,False,False,0,WEAK,-176.33999633789062,-187.38999938964844
20231110,000032,2,True,True,0,False,False,0,WEAK,107.1999969482422,-0.4699999988079071
20231110,000034,2,True,True,1,True,False,1,YELLOW,-14.729999542236328,2.0999999046325684
20231110,000035,2,True,True,1,True,False,1,YELLOW,329.3500061035156,30.579999923706055
20231110,000036,1,False,True,1,True,False,1,WEAK,-96.94000244140624,-57.810001373291016
20231110,000037,1,True,False,0,False,False,0,WEAK,20.18000030517578,-5.929999828338623
20231110,000039,1,False,True,0,False,False,0,YELLOW,500.0,40.34000015258789
20231110,000042,1,False,True,0,False,False,0,WEAK,108.69000244140624,-320.3699951171875
20231110,000045,2,True,True,2,True,True,1,YELLOW,184.02999877929688,29.0
20231110,000048,1,True,False,0,False,False,0,OK,-95.27999877929688,-54.25
20231110,000049,1,False,True,1,True,False,1,YELLOW,-58.72999954223633,-52.529998779296875
20231110,000050,1,False,True,2,True,True,1,WEAK,38.63999938964844,56.38999938964844
20231110,000055,2,True,True,0,False,False,0,YELLOW,-25.700000762939453,-44.77000045776367
20231110,000058,1,True,False,1,True,False,1,YELLOW,-18.15999984741211,-37.849998474121094
20231110,000059,1,False,True,0,False,False,0,WEAK,-0.6100000143051147,-362.9299926757813
20231110,000060,1,False,True,0,False,False,0,YELLOW,-23.940000534057617,16.389999389648438
20231110,000061,2,True,True,1,True,False,1,WEAK,-9.6899995803833,-2.180000066757202
20231110,000062,0,False,False,1,False,True,0,YELLOW,-53.720001220703125,-37.900001525878906
20231110,000063,1,True,False,0,False,False,0,YELLOW,7.929999828338623,-2.859999895095825
20231110,000065,1,True,False,0,False,False,0,YELLOW,41.970001220703125,5.170000076293945
20231110,000066,1,False,True,0,False,False,0,WEAK,28.270000457763672,24.56999969482422
20231110,000068,1,False,True,1,True,False,1,WEAK,10.890000343322754,29.65999984741211
20231110,000069,0,False,False,0,False,False,0,WEAK,-40.7400016784668,25.68000030517578
20231110,000070,1,False,True,1,True,False,1,WEAK,-22.739999771118164,29.61000061035156
20231110,000088,1,True,False,1,True,False,1,OK,145.7100067138672,107.12999725341795
20231110,000089,2,True,True,0,False,False,0,WEAK,151.9600067138672,280.1499938964844
20231110,000090,0,False,False,0,False,False,0,WEAK,-56.0099983215332,-69.58999633789062
20231110,000096,0,False,False,1,True,False,1,YELLOW,33.2400016784668,42.2400016784668
20231110,000099,1,True,False,0,False,False,0,WEAK,22.760000228881836,10.720000267028809
20231110,000100,1,True,False,1,False,True,0,YELLOW,109.69000244140624,43.58000183105469
20231110,000151,1,True,False,0,False,False,0,WEAK,-2.7200000286102295,-500.0
20231110,000153,1,True,False,2,True,True,1,YELLOW,4.960000038146973,-9.640000343322754
20231110,000155,2,True,True,0,False,False,0,WEAK,49.65999984741211,12.899999618530272
20231110,000156,0,False,False,0,False,False,0,OK,-38.599998474121094,-39.599998474121094
20231110,000157,1,True,False,0,False,False,0,YELLOW,19.450000762939453,-7.25
20231110,000158,1,True,False,1,True,False,1,WEAK,-29.799999237060547,-27.520000457763672
20231110,000159,2,True,True,1,True,False,1,WEAK,294.4700012207031,-23.6200008392334
20231110,000166,2,True,True,1,True,False,1,WEAK,-33.15999984741211,-9.90999984741211
20231110,000301,2,True,True,0,False,False,0,YELLOW,-87.62999725341797,-167.88999938964844
20231110,000333,1,True,False,0,False,False,0,YELLOW,20.38999938964844,13.170000076293944
